"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Legend of Zelda: Twilight Princess HD","450","7455","16","24","74","9.866666"
"2","Ōkami","300","3075","8","27","61","12.2"
"3","The Legend of Zelda: Ocarina of Time","240","3090","12","18","53","13.25"
"4","Minecraft","210","2280","10","14","36","10.285714"
"5","The Legend of Zelda: Breath of the Wild","180","1440","8","12","28","9.333333"
"6","Splatoon 2","180","3045","13","24","33","11"
"7","Apex Legends","150","720","4","9","12","4.8"
"8","Overcooked! 2","105","1020","9","13","11","6.285714"
"9","Just Chatting","60","255","4","5","11","11"
