"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","840","10005","10","20","454","32.428571"
"2","Crash Bandicoot N. Sane Trilogy","795","8325","8","17","185","13.962264"
"3","Grim Fandango","645","7995","11","17","143","13.302325"
"4","Sonic the Hedgehog","600","8595","14","22","220","22"
"5","The Witcher 3: Wild Hunt","525","7095","13","20","136","15.542857"
"6","Overwatch","165","1800","10","13","39","14.181818"
"7","Super Mario Maker 2","165","1860","9","16","56","20.363636"
"8","Cooking Simulator","135","1590","11","16","45","20"
"9","Splatoon 2","120","2040","17","21","79","39.5"
"10","UNO","120","1890","15","19","50","25"
"11","Rocksmith 2014","105","1065","10","11","28","16"
"12","Worms W.M.D","105","1290","12","15","23","13.142857"
"13","PUBG: BATTLEGROUNDS","75","735","9","13","20","16"
"14","The Secret of Monkey Island","75","1125","15","17","33","26.4"
"15","Twitch Sings","60","555","9","10","19","19"
"16","Super Mario 3D World","45","405","9","10","9","12"
"17","SOMA","45","495","11","14","19","25.333333"
"18","Mario Kart 8","30","225","7","9","6","12"
"19","Apex Legends","30","615","20","21","11","22"
"20","The Jackbox Party Pack 2","30","795","26","30","34","68"
"21","The Jackbox Party Pack 4","30","720","24","26","23","46"
"22","Call of Duty: Black Ops 4","15","180","12","12","16","64"
