"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Madden NFL 19","2370","16470","5","19","487","12.329113"
"2","PUBG: BATTLEGROUNDS","570","3030","5","17","59","6.210526"
"3","Madden NFL 20","555","3915","6","13","103","11.135135"
"4","Sea of Thieves","510","8010","12","31","240","28.235294"
"5","HITMAN 2","390","3420","8","39","100","15.384615"
"6","Firewatch","285","1860","6","10","41","8.631578"
"7","Detroit: Become Human","285","1950","5","11","47","9.894736"
"8","Crash Bandicoot N. Sane Trilogy","255","2025","7","15","35","8.235294"
"9","Crash Team Racing Nitro-Fueled","150","825","5","7","9","3.6"
"10","NHL 19","150","750","5","10","28","11.2"
"11","Raft","150","900","6","11","37","14.8"
"12","Counter-Strike: Global Offensive","135","495","3","6","12","5.333333"
"13","Apex Legends","120","720","6","9","16","8"
"14","Marvel's Spider-Man","120","765","6","8","23","11.5"
"15","Grand Theft Auto V","75","330","4","6","6","4.8"
"16","Just Chatting","45","255","5","9","19","25.333333"
"17","Call of Duty: Black Ops 4","30","225","7","8","9","18"
