"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Total War: Warhammer II","1005","2895","2","7","33","1.970149"
"2","Escape from Tarkov","585","705","0","2","3","0.307692"
"3","Dungeons & Dragons","525","3510","6","9","27","3.085714"
"4","Just Chatting","285","765","2","3","3","0.631578"
"5","Dying Light","165","360","1","3","3","1.090909"
"6","Slay the Spire","150","240","1","2","2","0.8"
"7","Super Neptunia RPG","150","360","2","3","4","1.6"
"8","Fate/Grand Order","105","135","1","2","5","2.857142"
"9","Warframe","105","240","1","3","1","0.571428"
"10","Journey","90","300","3","4","3","2"
"11",".hack//G.U. Last Recode","15","15","1","1","0","0"
