"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","240","420","1","4","9","2.25"
"2","League of Legends","180","495","2","4","16","5.333333"
"3","Teamfight Tactics","90","150","1","2","2","1.333333"
