"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","1590","6615","3","27","744","28.075471"
"2","PUBG Mobile","690","2505","2","9","318","27.652173"
"3","PUBG: BATTLEGROUNDS","600","2115","2","11","239","23.9"
"4","FIFA 19","570","2040","2","20","277","29.157894"
"5","Rust","375","1125","3","7","112","17.92"
"6","Apex Legends","345","1155","3","24","124","21.565217"
"7","Euro Truck Simulator 2","120","210","1","3","19","9.5"
"8","Gang Beasts","105","405","3","8","27","15.428571"
"9","Pro Evolution Soccer 2019","90","240","2","5","34","22.666666"
"10","Dauntless","60","255","4","7","48","48"
"11","Fortnite","60","165","2","4","33","33"
"12","Grand Theft Auto V","45","45","1","1","11","14.666666"
