"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Golf It!","660","12075","17","30","377","34.272727"
"2","Team Sonic Racing","540","7770","15","27","108","12"
"3","Just Chatting","330","6660","14","34","359","65.272727"
"4","The Last of Us","270","3870","14","21","59","13.111111"
"5","Marbles on Stream","240","5280","21","40","286","71.5"
"6","Days Gone","195","4410","18","35","261","80.307692"
"7","notmycar","180","4110","22","33","709","236.333333"
"8","Horizon Chase","135","2610","19","24","27","12"
"9","The Witcher 3: Wild Hunt","135","1845","13","19","56","24.888888"
"10","Borderlands 2","135","1950","14","18","26","11.555555"
"11","Stranger Things 3: The Game","135","2040","14","17","59","26.222222"
"12","Red Dead Redemption 2","120","1800","15","22","15","7.5"
"13","South Park: The Stick of Truth","105","2520","24","27","60","34.285714"
"14","Left 4 Dead 2","105","1665","15","20","32","18.285714"
"15","Call of Duty: Black Ops 4","75","1425","19","21","21","16.8"
"16","Quiplash","60","1305","21","25","14","14"
"17","Super Mario Maker 2","60","795","13","15","15","15"
"18","The Jackbox Party Pack 5","45","765","17","20","10","13.333333"
"19","Totally Accurate Battle Simulator","45","885","19","22","18","24"
"20","For the King","45","525","11","14","22","29.333333"
"21","Words On Stream","30","525","17","19","14","28"
