"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","3660","53625","13","29","2868","47.016393"
"2","Fortnite","1125","21015","17","36","1633","87.093333"
"3","League of Legends","810","10470","12","25","826","61.185185"
"4","Apex Legends","495","7395","13","29","593","71.878787"
"5","Unlisted on Twitch","210","3120","14","21","268","76.571428"
"6","Tom Clancy's Rainbow Six Siege","210","2475","11","17","173","49.428571"
"7","Layers of Fear","135","1710","12","17","157","69.777777"
"8","Layers of Fear 2","135","1680","11","15","169","75.111111"
"9","Borderlands 2","135","1620","12","14","78","34.666666"
"10","Grand Theft Auto: San Andreas","75","930","12","17","118","94.4"
"11","Talk Shows & Podcasts","15","165","11","11","0","0"
