"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Crash Team Racing Nitro-Fueled","1095","17730","14","58","418","22.904109"
"2","Tabletop Simulator","255","1245","4","9","45","10.588235"
"3","FINAL FANTASY XIV ONLINE","90","330","3","6","5","3.333333"
"4","Don Bradman Cricket 14","75","300","4","6","13","10.4"
"5","Super Mario Maker 2","30","300","10","11","4","8"
