"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","615","1545","1","5","19","1.853658"
"2","Satisfactory","300","795","2","3","20","4"
"3","The Blackout Club","285","1035","3","6","19","4"
"4","Door Kickers: Action Squad","225","660","2","4","19","5.066666"
"5","Friday the 13th: The Game","180","570","3","5","8","2.666666"
"6","Far Cry New Dawn","150","210","1","2","5","2"
"7","Astroneer","135","435","3","4","1","0.444444"
"8","Tom Clancy's The Division 2","60","90","1","3","1","1"
"9","Warframe","45","75","1","3","2","2.666666"
"10","Wolfenstein: Youngblood","15","15","1","1","0","0"
