"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Divinity: Original Sin II","4605","140670","29","73","27477","358.006514"
"2","Arma 3","3225","58410","17","80","9550","177.674418"
"3","Grand Theft Auto V","1950","84105","39","71","16813","517.323076"
"4","SimCity 4","1155","26370","20","55","2553","132.623376"
"5","Euro Truck Simulator 2","1080","23700","21","45","4921","273.388888"
"6","Dark Souls","855","19995","23","45","2792","195.929824"
"7","Figment","375","6465","18","27","901","144.16"
"8","From Dust","180","3045","16","22","212","70.666666"
"9","Mirror's Edge","120","1965","16","25","113","56.5"
"10","Gauge","75","765","10","15","78","62.4"
