"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1215","12555","9","24","351","17.333333"
"2","Games + Demos","570","5160","9","18","126","13.263157"
"3","Dead by Daylight","345","4965","12","32","80","13.913043"
"4","Minecraft","300","4350","14","27","78","15.6"
"5","PUBG: BATTLEGROUNDS","270","2670","9","29","48","10.666666"
"6","Agatha Knife","255","2355","8","15","54","12.705882"
"7","HITMAN 2","135","930","6","9","32","14.222222"
"8","MechaNika","105","840","8","11","23","13.142857"
"9","A Plague Tale: Innocence","105","855","8","10","22","12.571428"
"10","Dark Deception","105","1080","10","12","22","12.571428"
"11","Angvik","75","960","12","16","27","21.6"
"12","60 Seconds!","45","975","21","23","6","8"
