"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Danganronpa 2: Goodbye Despair","1485","41325","26","51","650","26.262626"
"2","Just Chatting","1050","23655","21","45","965","55.142857"
"3","Teamfight Tactics","180","5430","30","36","110","36.666666"
"4","Amnesia: A Machine for Pigs","135","3255","24","30","65","28.888888"
