"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Wolfenstein: Youngblood","390","1740","4","8","41","6.307692"
"2","Mass Effect","255","1185","4","8","30","7.058823"
"3","The Elder Scrolls V: Skyrim","255","1365","5","10","32","7.529411"
"4","Overcooked! 2","225","750","3","7","19","5.066666"
"5","Battlefield 1","225","660","2","4","30","8"
"6","The Sinking City","195","810","4","6","28","8.615384"
"7","Dark Messiah of Might and Magic","195","945","4","7","19","5.846153"
"8","Goat Simulator","135","405","3","5","14","6.222222"
"9","My Time at Portia","135","270","2","4","12","5.333333"
"10","My Friend Pedro","120","270","2","5","5","2.5"
"11","Company of Heroes 2","120","495","4","6","22","11"
"12","Carmageddon: Reincarnation","120","540","4","8","13","6.5"
"13","Oxygen Not Included","120","240","2","4","12","6"
"14","Bulletstorm: Full Clip Edition","105","390","3","5","14","8"
"15","Sniper Elite 4","105","150","0","4","15","8.571428"
"16","F1 2019","105","345","3","5","15","8.571428"
"17","The Sims 4","105","150","1","3","17","9.714285"
"18","Left 4 Dead","105","195","1","3","23","13.142857"
"19","Surgeon Simulator 2013","75","120","1","2","5","4"
"20","Bully: Scholarship Edition","75","375","5","9","18","14.4"
"21","Quake II","75","150","2","3","9","7.2"
"22","Left 4 Dead 2","45","105","2","3","7","9.333333"
