"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Star Wars Battlefront II","705","1605","1","8","69","5.87234"
"2","Naruto to Boruto: Shinobi Striker","690","2820","4","26","49","4.260869"
"3","The Crew 2","600","2850","4","14","56","5.6"
"4","Skyforge","480","2130","3","10","77","9.625"
"5","Call of Duty: Black Ops III","360","780","1","4","19","3.166666"
"6","Paladins","285","660","2","7","55","11.578947"
"7","TERA","165","690","4","7","8","2.90909"
"8","Just Chatting","165","390","2","6","13","4.727272"
"9","Battlefield 4","165","150","0","2","10","3.636363"
"10","Unlisted on Twitch","105","540","5","9","5","2.857142"
"11","Dead or Alive 6","60","360","6","10","20","20"
"12","Apex Legends","60","225","3","6","4","4"
