"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Cyber Hunter","1110","2235","1","9","91","4.918918"
"2","Super Metroid","510","990","1","6","41","4.823529"
"3","Retro","405","675","1","4","39","5.777777"
"4","osu!","150","405","2","4","14","5.6"
"5","Just Chatting","90","195","2","3","6","4"
"6","Mega Man X2","30","60","2","2","0","0"
"7","PUBG: BATTLEGROUNDS","30","30","1","1","2","4"
"8","Pump it up StepF2","30","75","2","4","2","4"
"9","Garena Free Fire","15","0","0","0","0","0"
"10","EZ2Dancer","15","30","2","2","3","12"
