"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","630","21000","20","93","803","76.47619"
"2","Just Chatting","135","2955","21","33","241","107.111111"
"3","Apex Legends","135","1635","11","27","83","36.888888"
"4","Golf It!","105","765","7","9","60","34.285714"
"5","Overwatch","60","840","14","16","111","111"
"6","Counter-Strike: Global Offensive","45","690","15","17","52","69.333333"
"7","Business Tour","30","240","8","9","6","12"
"8","Teamfight Tactics","30","2625","87","115","106","212"
"9","League of Legends","30","1365","45","52","106","212"
"10","World of Warships","15","225","15","15","0","0"
