"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DARK SOULS III","1770","54720","27","68","891","30.203389"
"2","Horizon Zero Dawn","885","24840","22","47","421","28.542372"
"3","Retro","870","15480","15","41","329","22.689655"
"4","Just Chatting","435","9570","15","35","259","35.724137"
"5","Minecraft","405","6330","20","36","189","28"
"6","Heroes of the Storm","330","5100","15","34","99","18"
"7","Fallout 76","285","6075","21","37","169","35.578947"
"8","Resident Evil 2","270","5745","13","32","78","17.333333"
"9","Borderlands 2","255","6990","27","49","132","31.058823"
"10","Need for Speed","180","3795","21","30","96","32"
"11","Hey You, Pikachu!","105","2205","21","24","70","40"
"12","The Simpsons: Hit & Run","60","1035","17","27","52","52"
"13","Planet Coaster","60","1155","19","22","26","26"
"14","Super Smash Bros.","45","870","19","22","10","13.333333"
