"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","1140","17250","12","23","407","21.421052"
"2","Call of Duty: Black Ops 4","960","15900","15","25","406","25.375"
"3","Super Mario Maker 2","330","5730","17","24","130","23.636363"
"4","Gears 5","210","4305","20","26","166","47.428571"
"5","Art","165","2580","15","26","90","32.727272"
"6","Overcooked! 2","135","1830","13","24","35","15.555555"
"7","Hide Or Die","90","1335","14","22","42","28"
"8","Call of Duty: Black Ops II","60","585","9","15","7","7"
"9","Crash Team Racing Nitro-Fueled","60","1005","16","20","10","10"
"10","Marbles on Stream","45","795","17","19","28","37.333333"
"11","Just Chatting","30","390","13","17","14","28"
