"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","1635","69015","39","70","701","25.72477"
"2","Teamfight Tactics","345","13065","40","62","65","11.304347"
"3","Grand Theft Auto V","150","6285","43","48","31","12.4"
"4","Minecraft","135","1590","12","23","134","59.555555"
"5","Super Smash Bros. Ultimate","135","4425","31","57","81","36"
"6","Just Chatting","105","2835","27","35","23","13.142857"
"7","Escape from Tarkov","75","2580","34","43","24","19.2"
"8","Fortnite","30","285","9","15","6","12"
"9","Poker","30","1725","57","66","37","74"
"10","Krunker","30","510","17","29","0","0"
"11","Marbles on Stream","30","1665","55","58","13","26"
