"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","ARK: Survival Evolved","1755","10980","6","15","226","7.726495"
"2","Apex Legends","945","5955","6","11","67","4.253968"
"3","Tom Clancy's Rainbow Six Siege","465","1185","2","6","23","2.967741"
"4","Dark Souls","375","2160","5","10","46","7.36"
"5","Dungeons & Dragons","270","1980","7","11","21","4.666666"
"6","Assassin's Creed III","135","825","6","9","5","2.222222"
"7","PUBG: BATTLEGROUNDS","75","510","8","10","3","2.4"
"8","Marbles on Stream","60","450","7","9","16","16"
"9","Unlisted on Twitch","60","150","2","5","2","2"
"10","Grand Theft Auto V","45","0","0","0","1","1.333333"
"11","Call of Duty: Black Ops 4","45","165","3","6","9","12"
