"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","3585","24375","6","15","447","7.481171"
"2","Tom Clancy's Rainbow Six Siege","1290","8760","5","14","285","13.255813"
"3","Battalion 1944","375","1935","4","9","42","6.72"
"4","Red Dead Redemption 2","315","1155","3","7","59","11.238095"
"5","Overwatch","150","1230","6","13","36","14.4"
"6","DOOM","150","990","5","11","40","16"
"7","God of War","135","630","4","6","12","5.333333"
"8","Wolfenstein II: The New Colossus","105","435","4","5","16","9.142857"
"9","Wolfenstein: The New Order","75","105","1","2","5","4"
"10","Days Gone","60","135","2","3","9","9"
"11","Spider-Man","60","375","6","8","7","7"
"12","Bloodborne","30","60","2","2","1","2"
