"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","6075","1762200","274","1784","42415","418.91358"
"2","Just Chatting","1650","370335","230","853","28201","1025.490909"
"3","Teamfight Tactics","1260","236625","172","608","7780","370.47619"
"4","SOMA","495","122865","252","302","1927","233.575757"
"5","Layers of Fear 2","225","51990","231","249","1123","299.466666"
"6","Never Again","195","60795","311","823","960","295.384615"
"7","Firewatch","195","112725","578","609","1266","389.538461"
"8","Layers of Fear","180","38535","214","257","684","228"
"9","Love, Sam","165","43005","260","295","854","310.545454"
"10","DreadOut","120","38490","320","338","829","414.5"
"11","Among the Sleep","105","71955","685","804","1978","1130.285714"
"12","Cry of Fear","90","19785","219","235","690","460"
"13","Keep Talking and Nobody Explodes","75","22200","296","339","1220","976"
"14","Welcome to the Game","75","44340","591","954","1384","1107.2"
"15","SCP: Secret Laboratory","60","16740","279","302","1473","1473"
"16","Emily Wants to Play Too","30","9525","317","334","284","568"
"17","F.E.A.R. 3","30","6930","231","246","320","640"
"18","The Stanley Parable Mod","30","20040","668","674","358","716"
"19","Unlisted on Twitch","15","1365","91","91","155","620"
"20","Human: Fall Flat","15","3330","222","222","283","1132"
