"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","3855","5595","1","8","244","3.797665"
"2","RimWorld","1455","4080","2","8","89","3.670103"
"3","Counter-Strike: Global Offensive","1305","1980","1","10","97","4.45977"
"4","DayZ","1110","2460","1","6","73","3.945945"
"5","Rust","915","2070","1","5","41","2.688524"
"6","Brawlhalla","405","780","1","4","24","3.555555"
"7","Tom Clancy's Rainbow Six Siege","255","450","1","6","17","4"
"8","Minion Masters","150","435","2","5","19","7.6"
"9","ARK: Survival Evolved","105","255","1","4","6","3.428571"
"10","Overwatch","90","300","3","5","5","3.333333"
"11","Quake Champions","30","15","0","1","0","0"
"12","Unlisted on Twitch","15","0","0","0","2","8"
