"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","1395","5820","3","11","260","11.182795"
"2","Minecraft","1305","5400","3","9","158","7.264367"
"3","Brawlhalla","390","3420","8","19","119","18.307692"
"4","PUBG: BATTLEGROUNDS","345","975","2","6","32","5.565217"
"5","Resident Evil 4","330","960","2","7","34","6.181818"
"6","Outlast","195","510","2","5","11","3.384615"
"7","PUBG Mobile","135","330","2","5","13","5.777777"
"8","Call of Duty: World at War - Zombies","105","495","4","5","3","1.714285"
"9","DOOM","105","480","4","6","18","10.285714"
"10","Paladins","75","165","2","3","8","6.4"
"11","HITMAN 2","75","240","3","7","9","7.2"
"12","Silent Hill 4: The Room","30","45","1","2","0","0"
"13","Just Chatting","15","45","3","3","16","64"
