"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dark Souls","1650","8655","4","11","119","4.327272"
"2","Dota 2","840","3870","4","11","59","4.214285"
"3","Counter-Strike: Global Offensive","495","2640","5","8","46","5.575757"
"4","Dota Underlords","30","165","5","6","1","2"
