"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Street Fighter V","1680","13785","8","29","328","11.714285"
"2","Child of Light","855","11265","12","71","170","11.929824"
"3","Sekiro: Shadows Die Twice","435","3015","4","12","43","5.931034"
"4","Monster Hunter: World","360","3255","8","29","69","11.5"
"5","Under Night In-Birth Exe:Late[st]","345","6915","17","43","133","23.130434"
"6","DARK SOULS III","270","4035","18","37","54","12"
"7","Dark Souls","225","2730","11","16","60","16"
"8","Little Nightmares","165","825","4","19","21","7.636363"
"9","Tekken 7","135","1875","13","27","53","23.555555"
"10","Bloodborne","105","1710","16","29","39","22.285714"
"11","Unlisted on Twitch","105","390","3","7","13","7.428571"
"12","Transistor","75","315","4","6","6","4.8"
