"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","645","1890","2","9","112","10.418604"
"2","Counter-Strike: Global Offensive","480","1275","2","6","118","14.75"
"3","Apex Legends","330","720","2","4","92","16.727272"
"4","Clash Royale","255","915","3","8","37","8.705882"
"5","Art","150","450","3","6","32","12.8"
"6","Mafia II","120","195","1","3","41","20.5"
"7","Minecraft","120","420","3","5","21","10.5"
"8","Talk Shows & Podcasts","75","240","2","5","16","12.8"
"9","Don't Starve Together","30","30","1","1","7","14"
"10","Age of Mythology","30","105","3","4","11","22"
