"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Kenshi","3405","1054005","301","473","11672","205.674008"
"2","Stellaris","1815","427170","208","335","4939","163.272727"
"3","Total War: Three Kingdoms","1095","239145","189","303","4447","243.671232"
"4","Griftlands","480","118560","227","288","1431","178.875"
"5","DropMix","360","208440","485","697","2074","345.666666"
"6","Arizona Sunshine","270","68910","255","301","1008","224"
"7","Games + Demos","195","43560","207","339","815","250.76923"
"8","Gorn","180","46350","257","292","757","252.333333"
"9","Vinyl Reality","165","51435","311","426","729","265.090909"
"10","Conductor","150","51255","341","379","640","256"
"11","A Fisherman's Tale","135","29805","220","254","535","237.777777"
"12","The Lab","135","33570","260","288","479","212.888888"
"13","ADR1FT","90","16770","186","220","197","131.333333"
"14","Spider-Man: Far From Home Virtual Reality","75","16470","219","249","294","235.2"
"15","Waltz of the Wizard","45","8610","191","195","93","124"
"16","John Wick Chronicles","45","8475","188","198","283","377.333333"
"17","Unlisted on Twitch","15","4140","276","276","91","364"
"18","Just Chatting","15","3360","224","224","42","168"
