"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Call of Duty: Black Ops 4","1515","12645","7","16","162","6.415841"
"2","Fortnite","165","1110","6","9","10","3.636363"
"3","Tom Clancy's Rainbow Six Siege","105","615","5","7","4","2.285714"
