"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","2910","33030","9","53","1333","27.484536"
"2","Marvel Ultimate Alliance 3: The Black Order","735","4920","6","13","292","23.836734"
"3","League of Legends","645","5490","8","15","353","32.837209"
"4","Fire Emblem: Three Houses","630","5400","8","16","301","28.666666"
"5","Borderlands","525","4845","9","14","240","27.428571"
"6","Forza Horizon 4","420","2985","6","14","167","23.857142"
"7","Borderlands 2","405","2580","6","11","241","35.703703"
"8","Wolfenstein: Youngblood","135","1380","10","13","39","17.333333"
"9","Tetris Effect","135","735","5","8","74","32.888888"
"10","Etherborn","120","1230","10","17","51","25.5"
"11","Borderlands: The Pre-Sequel","105","765","7","10","32","18.285714"
"12","Swords & Souls: Neverseen","60","375","6","8","44","44"
"13","Just Chatting","30","45","1","3","0","0"
"14","Hades","15","135","9","9","0","0"
"15","Risk of Rain 2","15","90","6","6","18","72"
