"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","3660","120315","31","52","1285","21.065573"
"2","Call of Duty: Black Ops 4","510","17580","32","47","276","32.470588"
"3","The Elder Scrolls Online","405","12780","32","71","335","49.629629"
"4","Overwatch","195","6480","34","53","99","30.461538"
