"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Resident Evil 5","915","194985","212","311","5749","376.983606"
"2","Just Chatting","660","92970","132","349","9786","889.636363"
"3","Borderlands","450","65775","146","234","2515","335.333333"
"4","Resident Evil 4","405","73980","176","229","2270","336.296296"
"5","Days Gone","390","44265","103","176","2316","356.307692"
"6","Fallout: New Vegas","285","32175","114","136","1842","387.789473"
"7","The Witcher 3: Wild Hunt","135","13635","101","114","712","316.444444"
"8","Squad","135","14640","108","118","799","355.111111"
"9","Super Mario Maker 2","120","17820","148","172","751","375.5"
"10","Tom Clancy's Rainbow Six Siege","105","13155","124","142","827","472.571428"
"11","Grand Theft Auto III","45","6705","149","163","466","621.333333"
