"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","osu!","1830","56040","29","54","2620","85.901639"
"2","Just Chatting","510","14280","29","61","485","57.058823"
"3","skribbl.io","165","3360","20","26","81","29.454545"
"4","Call of Duty: World at War - Zombies","120","1680","14","21","57","28.5"
"5","Unlisted on Twitch","75","1095","12","20","55","44"
"6","NieR: Automata","60","780","12","19","92","92"
"7","Call of Duty: Black Ops II","15","120","8","8","45","180"
