"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","675","2895","3","11","55","4.888888"
"2","F1 2019","105","375","3","5","11","6.285714"
