"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2235","6180","2","6","58","1.557046"
"2","Apex Legends","2010","6360","2","7","134","4"
"3","Overwatch","1095","3090","2","7","40","2.19178"
"4","Satisfactory","855","3255","3","6","27","1.894736"
"5","Paladins","270","615","2","4","3","0.666666"
"6","Call of Duty: Black Ops 4","270","645","2","11","18","4"
"7","Dauntless","210","960","4","6","13","3.714285"
"8","Age of Empires II","210","1125","4","7","15","4.285714"
"9","Left 4 Dead 2","180","765","4","6","9","3"
"10","PUBG: BATTLEGROUNDS","105","210","2","2","4","2.285714"
"11","Fortnite","45","75","1","3","1","1.333333"
