"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Sunday 28th July 2019 02:38","https://sullygnome.com/channel/pooketrookets/stream/35069334240","82","574","7","11","-1","0","22","14","Blade &amp; Soul"
"2","Wednesday 24th July 2019 22:01","https://sullygnome.com/channel/pooketrookets/stream/35030816688","74","444","6","8","0","0","21","16","Blade &amp; Soul"
"3","Sunday 21st July 2019 02:44","https://sullygnome.com/channel/pooketrookets/stream/34984817072","106","1378","13","17","1","0","41","27","Blade &amp; Soul"
"4","Thursday 18th July 2019 01:15","https://sullygnome.com/channel/pooketrookets/stream/34945506432","75","150","2","3","-2","-1","11","7","Blade &amp; Soul"
"5","Sunday 14th July 2019 01:35","https://sullygnome.com/channel/pooketrookets/stream/34895753792","115","690","6","10","0","0","52","26","Blade &amp; Soul"
"6","Thursday 11th July 2019 01:15","https://sullygnome.com/channel/pooketrookets/stream/34858185248","105","105","1","2","0","0","30","15","Blade &amp; Soul"
"7","Sunday 7th July 2019 02:42","https://sullygnome.com/channel/pooketrookets/stream/34809094320","123","861","7","13","-2","0","36","16","Blade &amp; Soul"
