"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Team Fortress 2","765","5055","6","16","125","9.803921"
"2","Pillars of Eternity II: Deadfire","750","4890","5","11","196","15.68"
"3","DARK SOULS II: Scholar of the First Sin","465","3585","7","13","53","6.838709"
"4","Ori and the Blind Forest","255","1005","3","8","32","7.529411"
"5","Bloodstained: Ritual of the Night","180","1005","5","9","26","8.666666"
"6","Griftlands","165","1020","6","12","28","10.181818"
"7","Outer Wilds","150","810","5","8","26","10.4"
"8","CrossCode","105","675","6","9","14","8"
"9","eFootball PES 2020","75","330","4","6","7","5.6"
"10","Total War: Three Kingdoms","30","120","4","6","4","8"
