"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Street Fighter V","690","2550","3","11","151","13.130434"
"2","SAMURAI SHODOWN","240","945","2","6","37","9.25"
"3","KILL la KILL: IF","30","75","2","3","14","28"
