"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2700","20415","7","18","419","9.311111"
"2","Grand Theft Auto V","2070","21765","9","29","247","7.15942"
"3","Overwatch","1710","11325","5","14","199","6.982456"
"4","The Sims 4","900","7215","7","16","132","8.8"
"5","PUBG: BATTLEGROUNDS","375","2715","6","12","29","4.64"
"6","Tom Clancy's Rainbow Six Siege","300","2400","7","11","36","7.2"
"7","Minecraft","240","3135","12","18","22","5.5"
"8","Mortal Kombat 11","240","2130","8","13","17","4.25"
"9","Apex Legends","225","1455","5","14","13","3.466666"
"10","The Elder Scrolls IV: Oblivion","165","1590","8","16","29","10.545454"
"11","SMITE","150","840","6","15","3","1.2"
"12","We Happy Few","60","420","6","10","8","8"
"13","Gears 5","60","480","8","10","27","27"
"14","ROBLOX","45","435","9","11","5","6.666666"
"15","Gang Beasts","45","150","3","5","9","12"
"16","Oblivion","15","195","13","13","9","36"
