"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1410","103140","60","140","9244","393.361702"
"2","World of Tanks","330","15255","44","67","2041","371.090909"
"3","Gold Rush: The Game","315","15705","49","100","975","185.714285"
"4","Minecraft","165","6000","36","42","488","177.454545"
"5","Astroneer","135","7425","55","70","1458","648"
"6","Clone Drone in the Danger Zone","120","6480","54","66","329","164.5"
"7","Choice Chamber","105","5130","48","54","430","245.714285"
