"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","960","743805","832","1509","26159","1634.9375"
"2","Papers, Please","570","374460","657","969","13295","1399.473684"
"3","Kona","510","226530","434","633","14172","1667.294117"
"4","Jurassic World Evolution","495","243900","488","712","14376","1742.545454"
"5","The House of da Vinci","495","283170","584","816","10452","1266.90909"
"6","Super Mario Party","375","293730","793","1188","9251","1480.16"
"7","Last Day of June","270","107685","396","592","10172","2260.444444"
"8","Wolfenstein: Youngblood","225","190395","829","1126","6506","1734.933333"
"9","Sea of Thieves","210","133845","693","1084","5643","1612.285714"
"10","Sea of Solitude","150","98745","659","936","4060","1624"
"11","Borderlands 2","150","53625","357","516","4005","1602"
"12","Police Simulator 18","150","114495","763","1110","3586","1434.4"
"13","The Cycle","150","87675","584","790","3891","1556.4"
"14","Blacksmith","135","68235","505","631","3469","1541.777777"
"15","Unlisted on Twitch","120","67410","561","1042","3020","1510"
"16","FIA European Truck Racing Championship","90","54915","610","926","2689","1792.666666"
"17","Just Chatting","75","47040","627","784","1880","1504"
"18","Atlas","75","56295","750","1013","1786","1428.8"
"19","Automachef","75","49110","654","963","3100","2480"
"20","Party Hard 2","75","52410","698","950","2606","2084.8"
"21","Bloodstained: Ritual of the Night","75","44175","589","770","1770","1416"
"22","Bus Driver Simulator 2019","75","48390","645","800","1745","1396"
"23","Dragon Quest Builders 2","75","47625","635","822","1545","1236"
"24","MORDHAU","60","31005","516","570","1981","1981"
"25","Octodad: Dadliest Catch","60","46275","771","920","2483","2483"
"26","Totally Reliable Delivery Service","45","33765","750","824","2035","2713.333333"
"27","Goat of Duty","30","18195","606","965","2035","4070"
"28","Skater XL","15","4140","276","276","2483","9932"
