"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Sea of Thieves","2115","18465","8","16","309","8.765957"
"2","Pokémon Black/White","1545","15525","9","17","266","10.330097"
"3","Pokémon Black/White Version 2","1410","15435","10","29","252","10.723404"
"4","Super Mario Maker 2","600","5685","9","15","89","8.9"
"5","Never Again","150","2925","19","23","40","16"
"6","Twitch Sings","105","1860","17","21","37","21.142857"
"7","Mario Kart 8","90","645","7","10","18","12"
"8","Two Point Hospital","75","1545","20","24","30","24"
"9","The Jackbox Party Pack 5","60","1470","24","27","40","40"
"10","BioShock","45","735","16","18","34","45.333333"
