"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1530","4935","2","9","164","6.431372"
"2","Dead by Daylight","975","4200","3","9","81","4.984615"
"3","Minecraft","570","1710","2","5","18","1.894736"
"4","We Happy Few","480","1410","2","7","26","3.25"
"5","Little Nightmares","405","1740","3","18","48","7.111111"
"6","Paladins","285","450","1","4","15","3.157894"
"7","Dying Light","255","810","3","6","13","3.058823"
"8","Risk of Rain 2","180","615","3","5","12","4"
"9","Resident Evil 2","165","540","2","8","21","7.636363"
"10","Wolfenstein: Youngblood","105","60","0","2","6","3.428571"
"11","Teamfight Tactics","75","255","3","5","7","5.6"
"12","Apex Legends","45","270","6","7","6","8"
"13","Unlisted on Twitch","30","15","0","1","4","8"
