"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Arma 3","1680","9510","4","16","337","12.035714"
"2","FINAL FANTASY XIV ONLINE","1290","10785","6","15","157","7.302325"
"3","Metal Gear Solid 3: Snake Eater","945","9750","10","14","134","8.507936"
"4","RimWorld","705","7770","10","18","113","9.617021"
"5","Metal Gear Solid: Peace Walker","675","4365","6","11","32","2.844444"
"6","Teamfight Tactics","675","1845","2","7","62","5.511111"
"7","Metal Gear Solid 2: Sons of Liberty","645","4785","7","13","61","5.674418"
"8","Earth Defense Force 5","375","2505","6","17","62","9.92"
"9","Stellaris","360","1860","4","9","63","10.5"
"10","Cities: Skylines","300","780","2","6","41","8.2"
"11","Path of Exile","240","1050","4","7","38","9.5"
"12","Dead by Daylight","180","2400","12","18","72","24"
"13","Metal Gear Solid 4: Guns of the Patriots","165","1125","6","9","10","3.636363"
"14","Just Cause 3","135","1170","8","13","18","8"
"15","Kenshi","135","750","5","8","74","32.888888"
"16","Don't Starve Together","120","1125","9","14","51","25.5"
"17","Project Zomboid","75","285","3","5","4","3.2"
"18","Kerbal Space Program","75","480","6","9","13","10.4"
"19","DayZ","60","495","8","10","2","2"
"20","BEWARE","30","285","9","10","6","12"
"21","Star Wars Battlefront II","30","375","12","13","13","26"
"22","Space Engineers","15","150","10","10","4","16"
"23","Mount & Blade: Warband","15","105","7","7","6","24"
"24","NBA 2K20","15","90","6","6","0","0"
