"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","960","5715","5","12","207","12.9375"
"2","Stardew Valley","645","4050","5","11","160","14.88372"
"3","Overwatch","585","3570","6","11","116","11.897435"
"4","Dead by Daylight","435","2520","4","13","99","13.655172"
"5","UNO","360","2700","6","13","116","19.333333"
"6","Naruto Shippuden: Ultimate Ninja Storm 4","225","1860","8","11","47","12.533333"
"7","Unlisted on Twitch","135","435","3","5","49","21.777777"
"8","League of Legends","135","900","6","9","73","32.444444"
"9","Monster Hunter: World","135","1860","13","17","94","41.777777"
"10","Apex Legends","120","795","5","11","21","10.5"
"11","Bloodstained: Ritual of the Night","75","180","2","3","36","28.8"
"12","Alan Wake","60","195","3","4","11","11"
"13","Just Chatting","15","60","4","4","7","28"
