"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Shadowrun: Hong Kong","2655","441000","165","293","11031","249.288135"
"2","Magic: The Gathering","1950","1373370","655","1636","19731","607.107692"
"3","Board Games","1485","1172145","709","1396","15310","618.585858"
"4","Minecraft","705","181080","256","308","3053","259.829787"
"5","Heaven's Vault","465","103125","221","318","2189","282.451612"
"6","Tabletop RPGs","405","218550","557","699","2889","428"
"7","Makers & Crafting","345","105270","305","373","2093","364"
"8","Darksiders","330","60000","186","252","1770","321.818181"
"9","Cadence of Hyrule: Crypt of the NecroDancer Featuring the Legend of Zelda","300","67500","214","285","2661","532.2"
"10","Games + Demos","300","71835","269","409","2442","488.4"
"11","Dungeons & Dragons","240","76440","318","354","1357","339.25"
"12","Visage","225","97380","430","469","1333","355.466666"
"13","Stardew Valley","195","70935","363","419","1151","354.153846"
"14","BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien","195","35160","174","206","1298","399.384615"
"15","Darkest Dungeon","195","87780","450","492","1725","530.76923"
"16","Persona 5","180","73830","410","485","1266","422"
"17","They Are Billions","165","39435","239","295","1113","404.727272"
"18","Yuppie Psycho","165","85455","517","557","1072","389.818181"
"19","Until Dawn","150","69690","464","516","1103","441.2"
"20","Unlisted on Twitch","135","41925","288","429","1559","692.888888"
"21","Pamali: Indonesian Folklore Horror","135","51495","381","405","1054","468.444444"
"22","Everybody's Golf","135","65640","486","530","823","365.777777"
"23","Music","105","101310","964","1307","1516","866.285714"
"24","Emily is Away","105","31245","297","334","485","277.142857"
"25","A Detective's Novel","105","14505","138","161","530","302.857142"
"26","Paranormal Activity: The Lost Soul","105","45345","431","456","825","471.428571"
"27","Dauntless","90","18765","208","219","539","359.333333"
"28","Talk Shows & Podcasts","75","20655","291","373","911","728.8"
"29","Just Chatting","75","21480","286","352","1055","844"
"30","McPixel","45","13140","299","321","849","1132"
"31","Emily Wants to Play","30","11460","382","398","236","472"
