"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DayZ","1380","7155","4","10","227","9.869565"
"2","Arma 3","990","5475","4","11","221","13.393939"
"3","Hunt: Showdown","360","2100","5","14","75","12.5"
"4","SCUM","255","2310","9","13","64","15.058823"
"5","Dota Underlords","240","855","3","5","29","7.25"
"6","Bloodborne","225","630","2","5","54","14.4"
"7","Auto Chess","75","180","2","3","14","11.2"
