"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","7 Days to Die","450","7035","13","45","190","25.333333"
"2","Destiny 2","360","3060","7","13","89","14.833333"
"3","Fallout 4","60","330","5","6","9","9"
"4","The Witcher 3: Wild Hunt","45","270","6","8","9","12"
"5","Just Chatting","15","75","5","5","0","0"
