"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1230","42240","32","142","2164","105.560975"
"2","Teamfight Tactics","195","5955","23","43","301","92.615384"
"3","Counter-Strike: Global Offensive","135","2460","18","26","151","67.111111"
"4","Just Chatting","135","3750","26","38","299","132.888888"
