"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Persona 5","1455","4725","2","7","46","1.896907"
"2","Blood Will Tell: Tezuka Osamu's Dororo","1185","7290","4","21","83","4.202531"
"3","FINAL FANTASY XIV ONLINE","480","1350","2","7","25","3.125"
"4","Styx: Master of Shadows","480","2475","4","15","40","5"
"5","A Robot Named Fight","315","2085","6","18","41","7.809523"
"6","Nioh","225","690","3","11","15","4"
"7","Monster Hunter Generations Ultimate","165","1335","8","14","19","6.90909"
"8","Risk of Rain 2","120","210","1","2","3","1.5"
"9","Space Channel 5: Part 2","105","345","3","5","4","2.285714"
"10","Haunting Starring Polterguy","105","90","0","1","3","1.714285"
"11","Savant","45","75","1","4","10","13.333333"
"12","Teleglitch","45","120","2","3","12","16"
"13","Gitaroo Man Lives!","45","135","3","5","3","4"
"14","Dungreed","45","150","3","4","2","2.666666"
"15","Retro","30","75","2","3","0","0"
