"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","2220","19590","8","19","439","11.864864"
"2","Jackbox Party Packs","405","4650","10","18","131","19.407407"
"3","The Jackbox Party Pack 5","210","2835","12","18","38","10.857142"
"4","Just Chatting","195","1515","8","13","31","9.538461"
"5","Minion Masters","120","1275","9","14","32","16"
"6","Fear of Clowns","90","1005","10","14","36","24"
"7","Unlisted on Twitch","60","510","9","10","6","6"
"8","Love, Sam","60","555","8","12","7","7"
"9","Travel & Outdoors","45","60","1","2","9","12"
"10","Music","45","540","12","13","18","24"
"11","Twitch Sings","30","330","11","13","7","14"
"12","Mario Kart: Double Dash!!","15","135","9","9","5","20"
