"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Wednesday 31st July 2019 00:32","https://sullygnome.com/channel/skittzipoo/stream/35105017936","133","1729","13","18","2","0","23","10","RollerCoaster Tycoon 2"
"2","Sunday 28th July 2019 15:00","https://sullygnome.com/channel/skittzipoo/stream/35074292896","135","1755","13","16","1","0","28","12","Final Fantasy X/X-2 HD Remaster,Darkest Dungeon"
"3","Saturday 27th July 2019 00:00","https://sullygnome.com/channel/skittzipoo/stream/35056018432","150","1350","9","14","2","0","18","6","Outlast II"
"4","Sunday 21st July 2019 15:02","https://sullygnome.com/channel/skittzipoo/stream/34989772912","133","1064","8","11","2","0","25","11","Makers &amp; Crafting"
"5","Saturday 20th July 2019 00:02","https://sullygnome.com/channel/skittzipoo/stream/34969554992","193","3281","17","25","5","1","59","18","Makers &amp; Crafting"
"6","Sunday 14th July 2019 15:01","https://sullygnome.com/channel/skittzipoo/stream/34901528592","239","3585","15","20","6","1","77","18","Makers &amp; Crafting"
"7","Tuesday 9th July 2019 23:57","https://sullygnome.com/channel/skittzipoo/stream/34844824448","153","3366","22","42","12","4","112","44","Makers &amp; Crafting"
"8","Sunday 7th July 2019 14:59","https://sullygnome.com/channel/skittzipoo/stream/34814262512","151","1963","13","34","10","3","62","22","Makers &amp; Crafting"
"9","Wednesday 3rd July 2019 00:00","https://sullygnome.com/channel/skittzipoo/stream/34758534224","165","1815","11","16","3","1","30","10","Makers &amp; Crafting"
