"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Thursday 25th July 2019 22:34","https://sullygnome.com/channel/mornvt/stream/35043255536","86","1118","13","16","0","0","7","5","Talk Shows &amp; Podcasts"
"2","Thursday 25th July 2019 21:01","https://sullygnome.com/channel/mornvt/stream/35042298720","89","1068","12","14","2","1","42","28","Talk Shows &amp; Podcasts"
"3","Sunday 21st July 2019 20:27","https://sullygnome.com/channel/mornvt/stream/34993324992","78","1014","13","18","1","0","32","21","Talk Shows &amp; Podcasts"
"4","Thursday 18th July 2019 22:15","https://sullygnome.com/channel/mornvt/stream/34955935344","0","0","5","5","0","0","0","0","Talk Shows &amp; Podcasts"
