"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","God of War","1590","45240","24","66","2048","77.283018"
"2","The Witcher 3: Wild Hunt","945","30285","29","52","1318","83.682539"
"3","Detroit: Become Human","555","19065","32","49","563","60.864864"
"4","Mafia II","525","15510","29","41","677","77.371428"
"5","Dead by Daylight","420","10620","24","42","569","81.285714"
"6","Fallout: New Vegas","300","7065","15","31","227","45.4"
"7","Just Chatting","270","8550","29","41","364","80.888888"
"8","ARK: Survival Evolved","240","7650","31","39","240","60"
"9","Papers, Please","210","6135","29","37","179","51.142857"
"10","The Elder Scrolls IV: Oblivion","210","5925","24","39","184","52.571428"
"11","Borderlands 2","165","3915","23","33","332","120.727272"
"12","DARK SOULS III","165","10740","47","139","577","209.818181"
"13","Outer Wilds","150","2925","19","29","116","46.4"
"14","Ori and the Blind Forest","135","2220","16","24","100","44.444444"
"15","Dark Souls","120","2370","19","29","158","79"
"16","Welcome to the Game II","120","2955","24","36","101","50.5"
"17","DOOM","120","3840","22","39","266","133"
"18","Forza Horizon 4","105","2820","26","32","111","63.428571"
"19","Torchlight","105","2490","23","29","230","131.428571"
"20","DEVOTION","75","1530","20","25","76","60.8"
"21","Oblivion","45","690","15","19","53","70.666666"
