"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Animal Royale","2190","10080","4","11","324","8.876712"
"2","Journey of Life","495","780","1","4","24","2.90909"
"3","7 Days to Die","495","1380","1","5","28","3.393939"
"4","Warframe","345","1785","4","8","40","6.956521"
"5","Art","270","840","3","7","25","5.555555"
"6","Cooking Simulator","255","1605","5","9","34","8"
"7","Amnesia: The Dark Descent","150","405","2","4","10","4"
"8","Paladins","135","240","1","4","1","0.444444"
"9","Fallout 76","105","630","6","8","19","10.857142"
"10","Overwatch","30","30","1","1","5","10"
"11","Just Chatting","15","45","3","3","3","12"
