"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY VII","585","9120","15","24","146","14.974358"
"2","Monster Hunter: World","330","4335","12","19","95","17.272727"
"3","Hollow Knight","225","3870","17","21","46","12.266666"
"4","Baba is You","225","3660","16","18","35","9.333333"
"5","Just Chatting","210","2655","12","16","37","10.571428"
"6","Minecraft","180","2805","15","19","39","13"
"7","My Boyfriend","135","2430","18","21","32","14.222222"
"8","House Flipper","60","1200","20","22","13","13"
"9","Cat Quest","45","495","11","12","8","10.666666"
"10","Hatoful Boyfriend","30","300","10","10","12","24"
