"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","2055","6960","4","34","215","6.277372"
"2","Call of Duty: WWII","855","2475","2","9","160","11.22807"
"3","Tom Clancy's Rainbow Six Siege","255","675","2","4","23","5.411764"
"4","The Forest","165","315","1","3","19","6.90909"
"5","Apex Legends","150","360","2","5","12","4.8"
"6","Just Chatting","135","210","1","3","8","3.555555"
"7","Rust","135","330","2","3","27","12"
"8","Call of Duty 4: Modern Warfare","90","210","2","6","16","10.666666"
"9","Call of Duty: Black Ops 4","45","90","1","4","3","4"
"10","Call of Duty: Black Ops III","30","105","3","5","3","6"
"11","Grand Theft Auto V","30","75","2","5","16","32"
"12","Call of Duty: Warzone","30","15","0","1","12","24"
"13","Call of Duty 2","15","30","2","2","3","12"
