"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Mortal Kombat 11","3570","34635","9","29","440","7.394957"
"2","Call of Duty: Black Ops 4","2130","18270","8","21","330","9.295774"
"3","Dead by Daylight","900","7035","7","16","105","7"
"4","Tom Clancy's Rainbow Six Siege","870","7365","8","19","135","9.310344"
"5","Friday the 13th: The Game","480","4755","10","23","73","9.125"
"6","Grand Theft Auto V","315","2655","8","12","29","5.523809"
"7","Resident Evil 7: Biohazard","210","1485","8","14","18","5.142857"
"8","Jump Force","195","1635","8","14","34","10.461538"
"9","Batman: Arkham Knight","90","690","7","12","11","7.333333"
"10","Apex Legends","60","540","9","11","6","6"
"11","Outlast II","45","405","9","10","5","6.666666"
