"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","855","1530","1","6","20","1.403508"
"2","Just Chatting","855","1800","1","5","28","1.964912"
"3","Forza Horizon 4","315","390","0","3","20","3.809523"
"4","ISLANDERS","285","765","2","4","20","4.210526"
"5","Limbo","180","555","3","4","6","2"
"6","Cuphead","105","270","2","5","2","1.142857"
"7","Transport Tycoon","60","195","3","4","2","2"
"8","osu!","60","195","3","4","5","5"
"9","StarCraft","45","150","3","4","2","2.666666"
"10","Angvik","30","45","1","2","0","0"
"11","TAPSONIC BOLD","30","90","3","4","0","0"
