"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","4860","8130","1","10","693","8.555555"
"2","Outlaws of the Old West","1305","2205","1","6","207","9.517241"
"3","Rust","1080","2430","2","9","168","9.333333"
"4","7 Days to Die","660","915","1","4","64","5.818181"
"5","Scrap Mechanic","375","885","1","4","30","4.8"
"6","The Long Dark","315","600","1","4","21","4"
"7","Ring of Elysium","240","390","1","4","22","5.5"
"8","Heroes & Generals","150","210","1","3","16","6.4"
"9","Police Simulator 18","135","315","2","4","21","9.333333"
"10","Tribes of Midgard","120","180","1","3","11","5.5"
"11","LEGO Worlds","60","90","1","3","12","12"
