"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","ARK: Survival Evolved","1905","22800","8","23","440","13.858267"
"2","The Sims 4","480","5235","8","24","128","16"
"3","Slime Rancher","450","3195","7","11","61","8.133333"
"4","Minecraft","330","3525","10","17","77","14"
"5","House Flipper","270","3255","12","18","90","20"
"6","Fire Emblem: Three Houses","210","2325","11","18","59","16.857142"
"7","Blood & Truth","180","765","4","9","53","17.666666"
"8","RAGE 2","120","825","8","10","62","31"
"9","Unlisted on Twitch","120","825","6","13","22","11"
"10","League of Legends","105","1980","18","23","28","16"
"11","Phoenix Wright: Ace Attorney","75","600","8","10","37","29.6"
"12","Hearthstone","30","240","8","8","23","46"
