"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Elder Scrolls Online","3675","32070","7","23","1120","18.285714"
"2","League of Legends","675","3645","4","12","206","18.311111"
"3","Food & Drink","555","4980","8","22","433","46.81081"
"4","Wolfenstein: Youngblood","480","1725","3","12","98","12.25"
"5","Just Chatting","405","1215","2","7","193","28.592592"
"6","Iratus: Lord of the Dead","255","1365","4","10","73","17.17647"
"7","The Elder Scrolls: Legends","225","1740","7","19","66","17.6"
"8","Earthfall","165","540","2","6","16","5.818181"
"9","Road to Eden","165","975","5","8","32","11.636363"
"10","Staxel","135","765","5","8","34","15.111111"
"11","Last Epoch","105","1095","9","15","45","25.714285"
"12","Unlisted on Twitch","45","360","8","11","27","36"
