"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto: Vice City","1185","88395","75","153","4659","235.898734"
"2","Just Chatting","705","58425","66","367","6105","519.574468"
"3","Outlast II","360","33180","86","117","908","151.333333"
"4","Dead Space 3","330","7470","24","38","555","100.90909"
"5","Jurassic World Evolution","210","8205","65","97","366","104.571428"
"6","Minecraft","165","20730","125","244","819","297.818181"
"7","The Evil Within 2","150","18930","126","154","567","226.8"
"8","Wolfenstein II: The New Colossus","135","5985","44","68","422","187.555555"
"9","Just Dance 2018","135","12840","95","131","895","397.777777"
"10","Marvel's Spider-Man","120","2715","22","34","228","114"
"11","House Flipper","90","3255","36","42","206","137.333333"
"12","Return to Castle Wolfenstein","90","7365","81","102","163","108.666666"
"13","Penumbra: Overture","90","6705","74","85","173","115.333333"
"14","Food & Drink","75","6780","90","133","232","185.6"
"15","Super Animal Royale","15","2055","137","137","128","512"
